x,y,z,rearZ,mattype,rearMat,Wm2Front,Wm2Back,Back/FrontRatio
0.1327004,8.125554e-18,3.242953,3.227396,a12.0.a0.Pvmodule.6457,a12.0.a0.Pvmodule.2310,703.5152000000002,460.1829,0.6541184126250397
-0.1030019,-6.307047e-18,3.478655,3.463099,a12.0.a0.Pvmodule.6457,a12.0.a0.Pvmodule.2310,703.3187000000001,466.8412,0.6637681270693825
