,rowWanted,modWanted,dni,dhi,ghi,temp_air,Gfront_mean,Grear_mean,Module_temp
2022-01-03_1530,3,1,877,25,269,5.9,691.7267666666667,33.208135,26.63616209681473
2022-01-03_1630,3,1,734,15,142,5.8,0.0,0.0,5.8
2022-01-04_0730,3,1,459,36,85,0.0,316.15188333333333,19.482748333333333,9.730426829258452
2022-01-04_0830,3,1,718,67,216,2.2,618.951,48.36610666666667,21.41668033111935
2022-01-04_0930,3,1,937,37,376,3.6,664.2349666666667,67.66830333333334,24.818701954162147
2022-01-04_1030,3,1,1005,38,509,5.2,621.0337666666667,94.86871166666667,25.404897630478462
2022-01-04_1130,3,1,1027,40,583,6.4,589.12345,108.15583333333332,25.43197904088994
2022-01-04_1230,3,1,1029,39,594,8.0,611.7352666666667,103.49856666666668,28.596534690715302
2022-01-04_1330,3,1,1011,37,541,10.7,676.6255333333334,81.32544833333333,32.97158191417705
2022-01-04_1430,3,1,961,32,427,11.9,726.78665,56.21915333333334,34.907791150118996
2022-01-04_1530,3,1,855,24,266,12.3,675.0662333333332,32.54508333333333,31.743406420993118
2022-01-04_1630,3,1,708,16,145,12.2,0.0,0.0,12.2
2022-01-05_0730,3,1,577,19,81,2.0,359.5395833333334,19.60503333333333,12.48782060503363
2022-01-05_0830,3,1,778,28,197,2.9,609.3466833333334,41.30054833333334,21.386747609306475
2022-01-05_0930,3,1,925,33,369,5.0,653.1320166666667,66.08039833333333,26.42007068543403
2022-01-05_1030,3,1,988,36,501,7.2,610.8898666666666,92.699685,27.32559604930393
2022-01-05_1130,3,1,1018,36,578,8.4,582.38195,106.88013333333333,27.723124871191008
2022-01-05_1230,3,1,1020,37,590,9.4,605.9372166666667,102.69588333333334,29.002063436714643
2022-01-05_1330,3,1,999,36,536,10.6,668.7432166666667,80.26456333333333,31.043889143353297
2022-01-05_1430,3,1,954,34,425,11.8,725.2686166666667,56.652681666666666,32.859430547534565
2022-01-05_1530,3,1,834,32,269,12.5,672.1826833333334,34.740453333333335,32.58570692487196
2022-01-05_1630,3,1,590,20,119,13.1,0.0,0.0,13.1
2022-01-06_0730,3,1,286,40,73,2.8,221.05503333333334,15.698593333333331,9.572141289213494
2022-01-06_0830,3,1,499,72,181,4.1,466.51599999999996,40.94723333333334,18.5184809510449
2022-01-06_0930,3,1,656,101,341,6.2,557.8462999999999,65.90088666666666,23.686446835615754
2022-01-06_1030,3,1,774,103,470,8.3,560.1251,87.07508666666666,25.273215626299404
2022-01-06_1130,3,1,809,114,548,10.4,548.8983666666666,99.03420166666666,27.50571176838343
2022-01-06_1230,3,1,822,117,568,11.4,578.6217500000001,97.67254166666667,29.373612187786023
2022-01-06_1330,3,1,830,95,516,12.5,630.8484833333333,82.70452333333333,31.59047073001276
2022-01-06_1430,3,1,795,75,407,13.4,665.9293166666666,60.97655833333333,33.778450130753164
2022-01-06_1530,3,1,760,43,260,13.6,633.1943833333333,35.660636666666676,33.12173440431118
2022-01-06_1630,3,1,609,24,134,13.7,62.338589999999996,9.0942705,15.75704668987547
2022-01-07_0730,3,1,572,19,79,3.9,357.4517166666667,19.554076666666667,14.328656912764774
2022-01-07_0830,3,1,780,28,197,6.9,613.8893333333334,41.31092166666666,25.391700308899456
2022-01-07_0930,3,1,923,32,368,9.3,654.4313999999999,65.45463166666667,29.080685188058524
2022-01-07_1030,3,1,985,33,499,10.1,610.0412166666667,91.93636666666666,27.21870723409728
2022-01-07_1130,3,1,1011,35,575,10.6,581.3576166666667,106.67608333333334,27.71349652500327
2022-01-07_1230,3,1,1012,36,587,12.2,603.28505,102.00141666666667,30.33211298981903
2022-01-07_1330,3,1,990,35,535,13.5,663.6668,80.50133333333333,33.01625856961134
2022-01-07_1430,3,1,949,31,427,14.8,719.4432666666667,55.994816666666665,36.539026817873975
2022-01-07_1530,3,1,852,23,271,15.3,675.2553,32.985186666666664,35.69514781482758
2022-01-07_1630,3,1,714,14,146,15.6,0.0,0.0,15.6
2022-01-08_0730,3,1,320,31,63,4.2,230.55891666666668,15.069481666666668,11.466316291530237
2022-01-08_0830,3,1,700,52,208,7.0,590.2012833333333,44.748483333333326,25.28460048521882
2022-01-08_0930,3,1,345,206,319,10.3,459.50025000000005,68.42391833333333,25.29983459828398
2022-01-08_1030,3,1,189,289,381,11.8,404.1537166666667,65.62649833333333,23.48486671062448
2022-01-08_1130,3,1,16,302,317,12.0,309.21796666666665,46.05811333333334,20.66390515195377
2022-01-08_1230,3,1,0,158,162,12.3,152.45071666666666,23.76732666666667,16.569164672620857
2022-01-08_1330,3,1,0,139,141,12.6,121.73621666666665,27.236826666666666,16.506908000174935
2022-01-08_1430,3,1,15,186,194,13.1,180.85666666666668,44.61526333333334,19.336958272282914
2022-01-08_1530,3,1,296,118,188,13.5,376.21935,37.71129666666667,24.355581109134334
2022-01-08_1630,3,1,685,22,142,13.8,0.0,0.0,13.8
2022-01-09_0730,3,1,526,22,79,3.6,336.74491666666665,19.168578333333333,10.099090419399694
2022-01-09_0830,3,1,719,34,194,3.9,579.5777,41.17876833333332,15.235204966379701
2022-01-09_0930,3,1,913,42,374,4.8,664.0219500000001,68.48736833333334,18.516277029451047
2022-01-09_1030,3,1,978,45,506,6.2,623.7537833333333,94.22450166666667,20.342332568338655
2022-01-09_1130,3,1,1007,45,584,7.7,593.5110500000001,108.44531666666667,21.974619784007906
2022-01-09_1230,3,1,1018,43,599,8.6,617.4236666666666,104.88436666666666,24.263711501613724
2022-01-09_1330,3,1,1005,41,550,9.3,682.4615,83.89120333333334,29.803079259934385
2022-01-09_1430,3,1,958,37,440,9.5,736.2680666666666,59.14437666666666,31.502535829291897
2022-01-09_1530,3,1,847,31,279,9.8,685.8646833333333,36.077445,30.039293924444664
2022-01-09_1630,3,1,686,21,142,9.7,0.0,0.0,9.7
2022-01-10_0730,3,1,593,18,82,-2.0,371.5925,20.03941,8.905951466477418
2022-01-10_0830,3,1,796,29,204,-0.8,631.2953666666667,42.485663333333335,17.837992626247534
2022-01-10_0930,3,1,949,36,382,1.0,683.19955,68.54605000000001,21.934200761980676
2022-01-10_1030,3,1,1007,40,517,3.0,638.1495666666666,95.88431666666668,24.56880346601281
2022-01-10_1130,3,1,1028,42,594,4.8,604.1774499999999,110.46138333333332,25.518186447466142
2022-01-10_1230,3,1,1028,43,608,7.0,624.4672833333334,106.26873333333333,27.902098183911242
2022-01-10_1330,3,1,1007,41,556,8.5,684.9992666666666,84.39949166666668,30.069717299862567
2022-01-10_1430,3,1,953,39,444,9.4,736.3816000000002,59.898421666666664,32.176930129551764
2022-01-10_1530,3,1,859,31,286,10.0,696.3381833333333,36.77813833333333,31.25386969124576
2022-01-10_1630,3,1,701,20,148,10.2,0.0,0.0,10.2
2022-01-11_0730,3,1,587,19,83,-1.7,371.31845,20.14356666666667,8.843218568878369
2022-01-11_0830,3,1,799,30,206,-0.4,637.002,42.914723333333335,18.533949447376976
2022-01-11_0930,3,1,951,38,386,2.6,689.1506333333334,69.221575,24.586066354020748
2022-01-11_1030,3,1,1021,38,525,4.4,646.6991666666667,96.83807166666665,24.425635397785616
2022-01-11_1130,3,1,1039,43,603,6.0,613.9516333333333,112.16798333333332,26.770049887597107
2022-01-11_1230,3,1,1035,52,625,8.1,639.9541833333333,109.46993333333333,29.25097798559571
2022-01-11_1330,3,1,1012,47,569,9.8,695.7729833333333,87.13724,31.027123510418285
2022-01-11_1430,3,1,823,94,452,10.8,714.9764666666667,66.37824333333333,31.155902354691783
2022-01-11_1530,3,1,475,78,229,11.2,465.84265000000005,35.44921666666667,25.443134784307343
2022-01-11_1630,3,1,437,47,132,11.4,0.0,0.0,11.4
2022-01-12_0730,3,1,584,20,82,0.4,372.821,20.303426666666667,11.874042080500157
2022-01-12_0830,3,1,792,31,206,3.0,634.5840666666668,43.38200666666667,21.879628811890246
2022-01-12_0930,3,1,925,38,380,4.1,674.2994,68.35520333333334,21.974210638811194
2022-01-12_1030,3,1,1003,40,519,5.7,640.9095833333333,96.02150333333333,21.994159231230164
2022-01-12_1130,3,1,1012,48,596,7.7,606.44155,110.40183333333333,23.75704442808543
2022-01-12_1230,3,1,1003,57,614,10.0,629.0444833333333,107.07653333333334,26.382153696511292
2022-01-12_1330,3,1,1007,46,566,12.1,693.1587333333334,86.75771499999999,29.012986812122165
2022-01-12_1430,3,1,956,37,449,13.4,738.6132333333335,60.03608166666666,31.52362365480973
2022-01-12_1530,3,1,874,27,292,14.0,704.92415,36.58584833333333,30.502083876375988
2022-01-12_1630,3,1,725,17,154,13.8,0.0,0.0,13.8
2022-01-13_0730,3,1,584,19,82,1.4,373.6165,20.260600000000004,12.079229368123388
2022-01-13_0830,3,1,797,28,205,3.1,636.21965,42.44787,22.908129830994685
2022-01-13_0930,3,1,926,38,381,4.8,676.89735,68.14676333333334,26.54544985845939
2022-01-13_1030,3,1,937,53,504,7.0,617.9543166666667,92.69974166666665,27.05677160489376
2022-01-13_1130,3,1,954,71,592,9.2,599.74815,108.70996666666666,28.408496065376873
2022-01-13_1230,3,1,1012,49,614,11.8,628.04585,106.92718333333335,30.820969465050922
2022-01-13_1330,3,1,1014,38,566,13.1,690.0220166666666,85.90914833333332,33.31460781711067
2022-01-13_1430,3,1,967,36,456,14.0,746.7125333333332,60.25354166666666,36.47195038076386
2022-01-13_1530,3,1,870,28,296,14.5,705.0556666666666,37.0573,35.44463558312915
2022-01-13_1630,3,1,610,23,152,14.7,0.0,0.0,14.7
2022-01-14_0730,3,1,571,16,86,4.7,363.9844166666667,19.249415,15.090657364932165
2022-01-14_0830,3,1,771,27,206,7.1,616.5223166666667,41.04371833333333,26.421877227838642
2022-01-14_0930,3,1,923,35,384,10.1,673.8192166666666,67.279055,29.92741959060189
2022-01-14_1030,3,1,990,36,519,12.5,634.412,94.59036166666667,29.260101373336003
2022-01-14_1130,3,1,1016,40,600,13.9,606.0714,110.17571666666666,29.23302176687239
2022-01-14_1230,3,1,1024,39,618,14.4,626.6341666666666,106.99571666666667,30.00423937640722
2022-01-14_1330,3,1,1022,35,573,14.9,693.4327499999999,85.779905,30.745663504458555
2022-01-14_1430,3,1,980,31,464,15.0,751.3116,59.76712666666667,31.706171699415613
2022-01-14_1530,3,1,884,25,305,15.0,713.0299166666666,36.86553833333333,30.44595094896385
2022-01-14_1630,3,1,753,19,178,14.6,0.0,0.0,14.6
2022-01-15_0730,3,1,576,17,87,-0.1,371.0074333333334,19.721331666666664,11.381148394039268
2022-01-15_0830,3,1,787,27,210,0.5,630.9967833333334,41.853731666666675,20.00669592921686
2022-01-15_0930,3,1,939,34,390,2.0,686.3557,68.046415,24.620220631199516
2022-01-15_1030,3,1,1005,38,529,3.5,648.6653333333334,96.53463500000001,24.959467217547424
2022-01-15_1130,3,1,1029,41,610,4.4,617.2077833333333,111.92611666666667,24.169080655296643
2022-01-15_1230,3,1,1032,43,626,5.5,637.7446,108.66125,26.565793521416378
2022-01-15_1330,3,1,1018,40,578,7.0,698.3767,87.15554499999999,28.29821464718791
2022-01-15_1430,3,1,975,36,469,7.5,756.01735,61.39874666666667,29.662684719419975
2022-01-15_1530,3,1,885,28,310,8.2,720.03485,38.23547166666666,29.889694160309222
2022-01-15_1630,3,1,744,20,176,8.6,0.0,0.0,8.6
2022-01-16_0730,3,1,460,27,87,-0.5,318.18570000000005,18.746081666666665,9.740070200606425
2022-01-16_0830,3,1,606,53,196,1.2,532.7650666666666,41.721824999999995,18.194791679271283
2022-01-16_0930,3,1,763,72,366,3.3,614.7832,67.30190666666667,21.670549519461808
2022-01-16_1030,3,1,933,65,525,5.4,636.6220999999999,96.21868333333333,23.508214074043803
2022-01-16_1130,3,1,1027,53,623,7.4,630.8785833333334,114.40506666666667,25.694777786853294
2022-01-16_1230,3,1,1036,53,643,8.9,652.8706000000001,111.6316,29.083202571733196
2022-01-16_1330,3,1,1005,51,587,10.4,704.4760666666666,89.84738333333334,31.793456813631757
2022-01-16_1430,3,1,1000,36,484,11.9,775.5841,62.89921333333333,34.48281126252478
2022-01-16_1530,3,1,847,33,312,12.7,699.7254166666667,38.93865666666666,32.72747320196828
2022-01-16_1630,3,1,579,36,185,12.7,0.0,0.0,12.7
2022-01-17_0730,3,1,558,24,93,-1.4,375.9698833333333,21.24992333333333,9.962143387176559
2022-01-17_0830,3,1,730,34,211,0.8,600.7422333333334,42.16587666666666,19.564427259285097
2022-01-17_0930,3,1,933,48,405,3.4,704.2448833333333,72.51513,25.768299450292332
2022-01-17_1030,3,1,958,65,540,6.0,654.8996,98.29674333333332,26.69597005206536
2022-01-17_1130,3,1,797,144,595,7.7,594.6252166666667,105.51748333333333,26.431690002430337
2022-01-17_1230,3,1,235,282,431,8.9,420.3696666666667,68.55838,22.33453178044702
2022-01-17_1330,3,1,249,318,462,9.7,490.53346666666664,79.133365,25.145434016804913
2022-01-17_1430,3,1,279,287,402,11.0,521.6596666666666,78.60349500000001,27.604356434539813
2022-01-17_1530,3,1,855,95,364,12.1,788.7734166666667,52.29991666666667,36.15820568882982
2022-01-17_1630,3,1,445,34,136,11.9,123.70230000000001,9.563634,15.61111692185344
2022-01-18_0730,3,1,550,20,84,1.5,361.84725000000003,19.87705,12.868771336278764
2022-01-18_0830,3,1,769,33,208,4.5,631.1661666666666,43.561265000000006,24.061109862007182
2022-01-18_0930,3,1,915,40,386,7.1,684.4050166666667,69.11015166666665,28.94525528189718
2022-01-18_1030,3,1,981,43,524,8.4,648.1274833333334,96.198905,28.71611229666961
2022-01-18_1130,3,1,1007,44,604,10.0,616.92335,111.44003333333333,29.880408004499515
2022-01-18_1230,3,1,1008,44,622,10.9,632.8669166666667,108.13906666666666,30.204734774012813
2022-01-18_1330,3,1,998,43,577,11.9,694.26035,87.88036500000001,32.96534008096521
2022-01-18_1430,3,1,707,109,441,12.7,655.9092333333333,65.45277166666668,31.999393476774948
2022-01-18_1530,3,1,220,108,189,13.4,312.5109666666666,35.35279666666666,22.402651417497854
2022-01-18_1630,3,1,172,82,118,13.3,126.77274999999999,14.182016666666666,16.972162501836117
2022-01-19_0730,3,1,567,16,87,4.8,370.0185,19.528436666666664,15.647890268189894
2022-01-19_0830,3,1,770,27,210,5.7,625.8381,41.59678166666667,22.97309428825512
2022-01-19_0930,3,1,912,36,387,7.0,680.1457166666667,67.67053000000001,25.60047078896134
2022-01-19_1030,3,1,974,41,525,8.3,644.75165,95.63233833333332,26.23698935351248
2022-01-19_1130,3,1,993,55,613,9.1,622.7215166666667,112.35425,27.749439573096023
2022-01-19_1230,3,1,511,157,458,9.4,459.49681666666663,77.29794166666666,23.38461101635096
2022-01-19_1330,3,1,0,222,231,9.6,204.12531666666666,40.645185,16.280919925339504
2022-01-19_1430,3,1,40,243,263,10.0,262.93965000000003,58.38230166666666,18.770363318788572
2022-01-19_1530,3,1,23,141,152,10.4,159.44578333333334,34.66072833333333,15.989670559352597
2022-01-19_1630,3,1,0,77,81,10.5,83.07311666666666,11.680246666666669,13.210341434494525
2022-01-20_0730,3,1,434,37,91,-1.2,322.64436666666666,20.089713333333336,6.941421137151636
2022-01-20_0830,3,1,562,62,188,-0.1,520.0565833333333,42.041205,13.607542382934945
2022-01-20_0930,3,1,658,102,355,0.4,585.2069333333334,67.65841333333333,18.580637489145413
2022-01-20_1030,3,1,887,84,522,2.0,641.0387666666667,96.06389166666666,22.803229777120748
2022-01-20_1130,3,1,967,68,609,3.4,624.0294,112.18936666666666,24.458927704017015
2022-01-20_1230,3,1,993,61,633,4.8,646.6709666666666,110.40853333333332,26.31079257008228
2022-01-20_1330,3,1,971,58,584,6.1,698.2774166666666,90.457865,27.628236544945995
2022-01-20_1430,3,1,928,53,475,6.8,751.9149000000001,65.89588833333332,28.679794172963845
2022-01-20_1530,3,1,841,41,318,7.2,714.7767333333333,42.58188666666666,28.149898774955133
2022-01-20_1630,3,1,679,27,162,7.6,0.0,0.0,7.6
2022-01-21_0730,3,1,304,28,77,-0.5,232.50906666666668,14.932165000000001,6.390608233026933
2022-01-21_0830,3,1,460,43,175,-0.2,418.86743333333334,33.03571,12.217179137474659
2022-01-21_0930,3,1,900,46,394,1.8,688.9052166666668,70.65678,21.327475142723397
2022-01-21_1030,3,1,975,51,539,3.1,662.5435666666666,98.07115999999999,21.648656157823073
2022-01-21_1130,3,1,1004,63,632,5.0,643.61465,115.5464,24.007657594229233
2022-01-21_1230,3,1,979,66,638,6.7,646.3694333333333,110.66360000000002,26.0340054773588
2022-01-21_1330,3,1,1013,42,597,8.6,709.5819333333334,90.90090666666666,28.510449590862706
2022-01-21_1430,3,1,977,38,488,9.4,770.7497999999999,64.077675,31.005184395056347
2022-01-21_1530,3,1,895,30,329,10.5,742.9426,41.29767833333334,31.34245098397516
2022-01-21_1630,3,1,746,20,173,10.7,207.02973333333335,12.263636666666667,16.52807519788347
2022-01-22_0730,3,1,423,33,87,2.7,317.3785333333334,19.423366666666666,7.753437773342409
2022-01-22_0830,3,1,733,41,215,3.4,622.2598166666667,45.03902666666667,13.844054727761682
2022-01-22_0930,3,1,903,51,397,4.5,700.2343166666667,72.36499333333333,16.303262267746142
2022-01-22_1030,3,1,964,57,535,5.8,664.8331333333333,98.869965,17.39729304812854
2022-01-22_1130,3,1,992,59,619,7.2,636.0993000000001,114.14363333333333,19.60502681075188
2022-01-22_1230,3,1,993,61,639,8.8,652.53595,111.71968333333334,23.384197640380574
2022-01-22_1330,3,1,875,82,563,10.3,667.3378833333334,88.49872833333333,26.273393848796196
2022-01-22_1430,3,1,637,107,392,10.6,607.7156666666666,62.839535,25.916214892598656
2022-01-22_1530,3,1,722,60,304,11.2,651.5608833333333,43.90291833333333,28.048725800148006
2022-01-22_1630,3,1,272,46,103,10.2,121.9627,10.522205,13.495303647674364
2022-01-23_0730,3,1,513,25,85,-1.0,358.6260166666667,20.700036666666662,8.75204145278574
2022-01-23_0830,3,1,740,38,213,-0.2,626.0054166666667,44.823706666666666,16.81945264256158
2022-01-23_0930,3,1,844,54,383,1.9,664.5052499999999,69.73506,20.40551278920266
2022-01-23_1030,3,1,965,52,535,4.8,663.7384999999999,98.58999499999999,24.792525018184953
2022-01-23_1130,3,1,994,53,619,8.0,634.80375,113.66928333333334,27.499266833181697
2022-01-23_1230,3,1,1005,51,641,10.4,652.8683833333333,111.46276666666665,30.985676337313844
2022-01-23_1330,3,1,989,47,595,11.0,704.4968333333334,90.82257499999999,32.13689674294693
2022-01-23_1430,3,1,940,43,487,11.5,754.2766833333333,64.60436999999999,33.85105418523029
2022-01-23_1530,3,1,836,36,326,11.8,709.8709833333332,41.85197333333333,32.18154001724703
2022-01-23_1630,3,1,689,24,181,11.9,0.0,0.0,11.9
2022-01-24_0730,3,1,591,17,92,2.1,401.37195,21.011431666666667,12.745589686269298
2022-01-24_0830,3,1,808,26,225,3.5,664.6378,43.70464,21.71067858889505
2022-01-24_0930,3,1,948,34,409,4.7,716.9940666666666,70.622555,25.219038073730797
2022-01-24_1030,3,1,1009,38,549,6.0,680.2298666666668,99.91518166666665,26.872081080486925
2022-01-24_1130,3,1,1036,40,634,7.4,649.7433166666667,116.76486666666666,27.237093456029733
2022-01-24_1230,3,1,1040,40,655,9.1,665.5840333333333,113.83829999999999,29.540821248455053
2022-01-24_1330,3,1,1022,40,607,10.5,721.3538833333332,92.32733,32.12489134264172
2022-01-24_1430,3,1,982,37,499,11.6,779.9732166666668,64.935,34.20476156518699
2022-01-24_1530,3,1,894,31,338,12.2,750.2629833333334,42.52162833333333,34.57474014482371
2022-01-24_1630,3,1,744,20,179,12.6,238.15031666666667,13.660666666666668,19.612294690081022
2022-01-25_0730,3,1,606,22,92,0.7,423.7152166666667,22.766334999999998,13.301037597081532
2022-01-25_0830,3,1,805,46,237,3.8,692.3243833333333,50.327124999999995,24.900852087022656
2022-01-25_0930,3,1,752,87,382,5.6,644.6113166666667,72.20755333333332,25.830760929426006
2022-01-25_1030,3,1,830,118,540,7.8,656.0748333333333,98.92685333333333,27.732384738714376
2022-01-25_1130,3,1,521,202,506,8.6,510.62721666666664,87.91756333333333,24.193326488798505
2022-01-25_1230,3,1,589,168,526,10.2,526.307,88.66601,25.905908487790555
2022-01-25_1330,3,1,247,163,307,11.0,343.68899999999996,53.38114,21.765802582310233
2022-01-25_1430,3,1,936,73,519,12.7,795.6840666666666,72.69437166666667,35.93268629617157
2022-01-25_1530,3,1,914,29,348,13.9,765.7348833333334,42.87742833333333,35.82398681257887
2022-01-25_1630,3,1,750,20,181,14.6,250.21845000000002,14.29306,21.724069629183834
2022-01-26_0730,3,1,24,62,67,-0.7,96.73610333333335,13.549355000000002,1.557100543292417
2022-01-26_0830,3,1,38,118,126,0.0,177.03006666666667,33.145185,5.058497856868446
2022-01-26_0930,3,1,2,145,148,0.4,123.9067,32.67962,4.589326554231526
2022-01-26_1030,3,1,11,248,254,0.8,242.58145000000002,41.456165,8.604650176187222
2022-01-26_1130,3,1,845,173,665,2.2,676.4002,118.28026666666665,23.890508161239126
2022-01-26_1230,3,1,568,225,569,3.6,571.81345,95.54233333333332,20.41978068382457
2022-01-26_1330,3,1,6,284,293,4.2,273.3552666666667,51.05190666666667,12.485094295692983
2022-01-26_1430,3,1,261,250,381,4.9,475.0598166666666,71.26986500000001,18.310974632885024
2022-01-26_1530,3,1,756,94,348,5.3,730.7994333333334,52.20466833333333,23.778319411202343
2022-01-26_1630,3,1,734,22,173,5.4,258.2180833333333,14.83905,11.43752031941229
2022-01-27_0730,3,1,197,43,71,-3.2,189.93330000000003,15.106685,2.548195540630177
2022-01-27_0830,3,1,652,38,207,-1.3,565.2550833333333,41.64117,16.059764381790135
2022-01-27_0930,3,1,953,40,419,0.9,736.3074833333333,73.55099333333334,24.221433399615247
2022-01-27_1030,3,1,1007,44,562,2.6,695.9834000000001,102.40491666666667,25.437236160848357
2022-01-27_1130,3,1,1029,46,646,4.5,662.97615,118.14181666666667,26.10712494823845
2022-01-27_1230,3,1,1038,44,668,6.0,678.5514000000001,115.91185,26.424746675406
2022-01-27_1330,3,1,1024,43,623,7.0,734.9052333333333,94.77720333333335,27.636732614625195
2022-01-27_1430,3,1,987,40,515,7.7,794.9083166666667,67.30535666666667,29.430904639239174
2022-01-27_1530,3,1,885,37,349,8.1,759.36495,45.336344999999994,29.629061436324687
2022-01-27_1630,3,1,738,29,189,8.5,0.0,0.0,8.5
2022-01-28_0730,3,1,597,22,94,-3.3,427.55836666666664,23.110568333333333,8.677254225834814
2022-01-28_0830,3,1,824,33,238,-1.8,696.3033166666667,47.408973333333336,19.616626656918005
2022-01-28_0930,3,1,964,40,427,-0.8,747.1659,74.512615,22.546235230855203
2022-01-28_1030,3,1,1022,45,573,1.0,710.2362833333334,104.0248,23.980870064221516
2022-01-28_1130,3,1,1041,46,658,3.3,674.0320833333334,119.88899999999998,24.259874348153005
2022-01-28_1230,3,1,1052,45,680,4.8,692.09565,118.20798333333332,25.7705117984417
2022-01-28_1330,3,1,1037,43,633,6.0,746.6202333333333,96.90570333333332,28.121976946822944
2022-01-28_1430,3,1,1003,39,524,7.2,808.2078999999999,68.24876833333332,30.185605265888945
2022-01-28_1530,3,1,932,32,364,8.1,792.0006833333333,45.564840000000004,29.776044591798485
2022-01-28_1630,3,1,777,20,186,8.2,291.69039999999995,16.26053833333333,16.064815491971856
2022-01-29_0730,3,1,638,20,99,-2.5,458.31450000000007,23.929775000000003,9.980394808322837
2022-01-29_0830,3,1,853,31,245,-1.3,719.4257166666666,48.24409833333333,19.238317401299827
2022-01-29_0930,3,1,982,38,434,0.4,761.1278333333332,75.22293166666667,24.163115791333183
2022-01-29_1030,3,1,1035,44,584,2.8,721.4103166666666,105.22470000000001,26.765082221211905
2022-01-29_1130,3,1,998,59,650,5.3,664.49135,117.84421666666665,26.511542786504016
2022-01-29_1230,3,1,998,70,678,6.4,687.5034499999999,116.96350000000001,28.211593205405062
2022-01-29_1330,3,1,1054,51,656,7.8,770.3470333333332,100.71499666666665,32.54936204586808
2022-01-29_1430,3,1,847,60,487,9.3,719.3990999999999,66.72634333333333,32.24448221861998
2022-01-29_1530,3,1,325,129,240,9.5,429.91521666666665,44.61754666666667,23.443639582469736
2022-01-29_1630,3,1,331,77,132,9.7,205.37181666666666,17.447641666666666,16.116515116378803
2022-01-30_0730,3,1,0,66,68,0.6,64.06136666666667,12.143156666666666,2.7507183443671517
2022-01-30_0830,3,1,8,109,115,0.6,97.88257000000002,26.91957166666667,4.122287703640795
2022-01-30_0930,3,1,37,184,197,1.4,231.66451666666666,44.562043333333335,8.889358461834153
2022-01-30_1030,3,1,53,221,249,2.9,263.6509166666667,43.52618833333334,11.511559667957878
2022-01-30_1130,3,1,27,309,325,5.3,323.39165,48.187619999999995,15.57854953756481
2022-01-30_1230,3,1,1,218,220,6.5,214.07446666666664,32.332076666666666,13.78933581097114
2022-01-30_1330,3,1,1,216,217,7.4,199.46138333333332,38.796315,14.215164012789806
2022-01-30_1430,3,1,0,171,173,7.6,145.12368333333333,40.55987833333333,12.87580072989131
2022-01-30_1530,3,1,0,109,112,7.9,95.98274833333332,26.051196666666662,11.208718606265647
2022-01-30_1630,3,1,10,70,75,7.7,80.49486166666665,10.948545,10.082289417679505
2022-01-31_0730,3,1,646,20,101,0.1,469.93989999999997,24.325336666666665,13.95648379410412
2022-01-31_0830,3,1,864,30,253,1.0,731.96895,48.70112666666667,23.785257549655395
